iter	Logloss
294	0.006382505692
295	0.00636690156
296	0.006343043096
297	0.0063189596
298	0.006271100671
299	0.006258159304
300	0.006247711927
301	0.006236945303
302	0.006208199851
303	0.006176426636
304	0.006155976185
305	0.006142671852
306	0.00612843384
307	0.00611984806
308	0.006108850643
309	0.006070833809
310	0.006044340371
311	0.006005396975
312	0.005963814538
313	0.00593501859
314	0.005904707404
315	0.005881303748
316	0.005870109767
317	0.005847688931
318	0.005835521958
319	0.005823713206
320	0.005791463154
321	0.005751776543
322	0.00572877076
323	0.005719329926
324	0.005709160789
325	0.005677441798
326	0.0056339066
327	0.005615929466
328	0.005595264828
329	0.00555333027
330	0.005531416434
331	0.005522086422
332	0.005478465142
333	0.005447085055
334	0.005437275494
335	0.005422878198
336	0.005395158267
337	0.00537163769
338	0.005349911606
339	0.005324682278
340	0.00531473885
341	0.005278182691
342	0.00523345523
343	0.005214444101
344	0.005196545932
345	0.005164705953
346	0.005137176487
347	0.005110262808
348	0.005082026389
349	0.005072485918
350	0.005064279709
351	0.005055006972
352	0.00503421389
353	0.005012094339
354	0.004997475739
355	0.004970007275
356	0.004963261063
357	0.004931628153
358	0.004905638325
359	0.004877432408
360	0.004862617921
361	0.004838425976
362	0.004819454161
363	0.004783560896
364	0.004764006844
365	0.004737701158
366	0.004714377484
367	0.004706667091
368	0.004697622775
369	0.004660967655
370	0.004629833951
371	0.004608092278
372	0.004593266607
373	0.004570810864
374	0.004561906515
375	0.00453446618
376	0.004491245823
377	0.004470021994
378	0.004461893395
379	0.004436819284
380	0.004411616051
381	0.004393701614
382	0.004385595722
383	0.004373852039
384	0.004347807987
385	0.004329097466
386	0.004294181599
387	0.00428358646
388	0.004283442426
389	0.004276318337
390	0.00425987203
391	0.004253723643
392	0.004236075585
393	0.004212215426
394	0.004203969566
395	0.004191307117
396	0.004176373675
397	0.004168421305
398	0.004162579965
399	0.004147335071
400	0.00414732626
401	0.00414732626
402	0.004138430383
403	0.004115611675
404	0.004095714653
405	0.004086271108
406	0.004078592912
407	0.004058074002
408	0.00403712028
409	0.004027078909
410	0.00398732384
411	0.003967368188
412	0.003951326193
413	0.003944709442
414	0.00393490937
415	0.003922334019
416	0.003914009872
417	0.003898827337
418	0.003877941733
419	0.003872480304
420	0.003853978887
421	0.003820292562
422	0.003786734342
423	0.003772932838
424	0.003757864512
425	0.003740292707
426	0.003734713001
427	0.003720161503
428	0.003708247013
429	0.003694455337
430	0.003674513241
431	0.003659640124
432	0.003644554515
433	0.003644600945
434	0.003644568749
435	0.003644576205
436	0.003626753611
437	0.003610992906
438	0.003603494328
439	0.00358320689
440	0.003578435468
441	0.003578472409
442	0.003568896692
443	0.003568805526
444	0.003568769942
445	0.003551389617
446	0.003537091619
447	0.003515570911
448	0.003515579722
449	0.003497610045
450	0.003481672432
451	0.003468324042
452	0.003468305402
453	0.003468320992
454	0.003462314267
455	0.003462339346
456	0.003458191845
457	0.003441507628
458	0.003419999798
459	0.003419997087
460	0.003404654589
461	0.003389607615
462	0.003389607615
463	0.00337153491
464	0.003354607022
465	0.003354586687
466	0.003349170671
467	0.003326194712
468	0.003308504968
469	0.003308512424
470	0.003294045652
471	0.0032901181
472	0.0032901181
473	0.003290095394
474	0.003290086921
475	0.003271312009
476	0.003271298114
477	0.003271313703
478	0.003252856004
479	0.003235668855
480	0.003235615647
481	0.003235606835
482	0.003235620392
483	0.003219629232
484	0.003219576702
485	0.003219603137
486	0.003219613643
487	0.003219589919
488	0.003219620421
489	0.003219620421
490	0.003219610931
491	0.003219592292
492	0.003219591614
493	0.003217067461
494	0.003217078645
495	0.003217076272
496	0.003204028151
497	0.003204020695
498	0.003197801477
499	0.003181515472
500	0.003181520894
501	0.003181494121
502	0.003181471076
503	0.003174228709
504	0.003174247687
505	0.003172294926
506	0.003172232568
507	0.003172223417
508	0.003172219011
509	0.003172205455
510	0.003172138691
511	0.003157017497
512	0.003157020547
513	0.00315106093
514	0.003151042629
515	0.003151038223
516	0.003137101836
517	0.003137093024
518	0.003137100819
519	0.003137055406
520	0.003137058456
521	0.00313707269
522	0.003137059812
523	0.00313164549
524	0.003131647862
525	0.003131635323
526	0.003131609227
527	0.003131619733
528	0.003131609566
529	0.003115403881
530	0.003115377785
531	0.003085477012
532	0.003085458372
533	0.003085478706
534	0.003085478706
535	0.003085456338
536	0.003085458372
537	0.003085458372
538	0.003085449899
539	0.003085433971
540	0.003085439054
541	0.003085407875
542	0.003085386524
543	0.003069873897
544	0.003069836278
545	0.003069758669
546	0.003069768837
547	0.003069698345
548	0.003069679027
549	0.00306968445
550	0.003067041003
551	0.003067037614
552	0.003062879268
553	0.003062862323
554	0.003058359652
555	0.003058327456
556	0.003058277976
557	0.003058281365
558	0.003058281365
559	0.003058273231
560	0.003058283398
561	0.003054263326
562	0.003054222657
563	0.003054236213
564	0.0030486155
565	0.00304622928
566	0.003046106259
567	0.003044697776
568	0.003029569465
569	0.003029581326
570	0.003029579293
571	0.00302957082
572	0.003029537947
573	0.003029554892
574	0.003029064498
575	0.003029040775
576	0.00302899299
577	0.003028981128
578	0.003028975706
579	0.003028947238
580	0.003024425588
581	0.003024428299
582	0.003024429655
583	0.003019023128
584	0.003018989577
585	0.003018974665
586	0.003018980087
587	0.003018986188
588	0.003018958059
589	0.003018947553
590	0.003018926202
591	0.00301893603
592	0.003018930607
593	0.003013581016
594	0.003013581694
595	0.003009257625
596	0.002997012704
597	0.002997018805
598	0.002997001182
599	0.002997006943
